,,,PltRpt=1 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=2 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=3 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=1 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=2 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=3 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,
Plate,Barcode,Well,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime
1,,D10,212720,21272,0.1,00:16.3,178360,17836,0.1,11:41.4,158600,15860,0.1,23:06.0,212720,0,0,0,178360,0,0,0,158600,0,0,0
1,,D11,212600,21260,0.1,00:16.5,178120,17812,0.1,11:41.5,162000,16200,0.1,23:06.2,212600,0,0,0,178120,0,0,0,162000,0,0,0
1,,D12,212680,21268,0.1,00:16.7,179680,17968,0.1,11:41.7,162440,16244,0.1,23:06.4,212680,0,0,0,179680,0,0,0,162440,0,0,0
1,,D13,215440,21544,0.1,00:16.9,176840,17684,0.1,11:41.9,157920,15792,0.1,23:06.6,215440,0,0,0,176840,0,0,0,157920,0,0,0
1,,D14,205840,20584,0.1,00:17.1,168560,16856,0.1,11:42.1,150000,15000,0.1,23:06.7,205840,0,0,0,168560,0,0,0,150000,0,0,0
1,,D15,212600,21260,0.1,00:17.3,176840,17684,0.1,11:42.3,159080,15908,0.1,23:06.9,212600,0,0,0,176840,0,0,0,159080,0,0,0
1,,D16,216520,21652,0.1,00:17.5,174120,17412,0.1,11:42.5,158240,15824,0.1,23:07.1,216520,0,0,0,174120,0,0,0,158240,0,0,0
1,,D17,201320,20132,0.1,00:17.7,168000,16800,0.1,11:42.7,149120,14912,0.1,23:07.3,201320,0,0,0,168000,0,0,0,149120,0,0,0
1,,D18,203800,20380,0.1,00:17.8,172360,17236,0.1,11:42.9,156240,15624,0.1,23:07.5,203800,0,0,0,172360,0,0,0,156240,0,0,0
1,,D19,205360,20536,0.1,00:18.0,172560,17256,0.1,11:43.1,157160,15716,0.1,23:07.7,205360,0,0,0,172560,0,0,0,157160,0,0,0
